payment_id,client_id,provider_id,payment_date,amount,currency,status,failure_reason,created_at
PMT001868,C0215,P016,2025-09-20,668.31,MXN,Successful,,2025-09-20T10:33:06
PMT001869,C0288,P012,2024-09-04,159.09,MXN,Successful,,2024-09-04T07:28:42
PMT001870,C0235,P016,2025-04-24,8434.02,MXN,Successful,,2025-04-24T00:22:03
PMT001871,C0497,P017,2024-12-31,198.3,MXN,Successful,,2024-12-31T20:00:51
PMT001872,C0371,P006,2024-12-26,1060.26,USD,Successful,,2024-12-26T08:19:32
PMT001873,C0452,P013,2025-05-18,619.59,MXN,Successful,,2025-05-18T22:34:19
PMT001874,C0162,P012,2024-06-24,4103.36,MXN,Successful,,2024-06-24T08:02:52
PMT001875,C0405,P005,2024-09-13,5604.66,MXN,Successful,,2024-09-13T15:50:31
PMT001876,C0296,P010,2024-07-25,11858.5,MXN,Successful,,2024-07-25T01:43:18
PMT001877,C0326,P012,2024-08-12,1537.57,MXN,Successful,,2024-08-12T21:33:36
PMT001878,C0321,P017,2025-07-30,10673.0,USD,Successful,,2025-07-30T22:35:48
PMT001879,C0346,P009,2026-03-30,2410.42,MXN,Successful,,2026-03-30T19:19:47
PMT001880,C0450,P002,2025-07-26,1156.4,MXN,Successful,,2025-07-26T21:46:54
PMT001881,C0380,P010,2026-03-20,574.85,USD,Successful,,2026-03-20T09:26:50
PMT001882,C0064,P017,2025-06-01,2763.96,MXN,Successful,,2025-06-01T17:52:48
PMT001883,C0368,P012,2024-11-04,1104.93,MXN,Successful,,2024-11-04T16:34:38
PMT001884,C0248,P007,2025-12-21,188.84,MXN,Successful,,2025-12-21T16:04:00
PMT001885,C0460,P019,2024-05-23,3997.19,MXN,Successful,,2024-05-23T07:59:46
PMT001886,C0410,P003,2024-06-20,3095.07,MXN,Pending,,2024-06-20T11:59:40
PMT001887,C0050,P007,2026-02-17,107.25,MXN,Successful,,2026-02-17T22:00:12
PMT001888,C0070,P009,2025-07-26,79.32,MXN,Successful,,2025-07-26T15:59:52
PMT001889,C0031,P015,2026-01-31,1761.59,MXN,Successful,,2026-01-31T00:54:52
PMT001890,C0257,P017,2024-07-12,1434.8,MXN,Successful,,2024-07-12T21:02:49
PMT001891,C0033,P002,2025-10-24,60.0,USD,Successful,,2025-10-24T02:01:52
PMT001892,C0378,P017,2024-09-30,156.87,USD,Successful,,2024-09-30T09:25:09
PMT001893,C0296,P015,2024-12-06,6848.76,MXN,Successful,,2024-12-06T11:46:21
PMT001894,C0420,P018,2026-01-06,5361.6,MXN,Successful,,2026-01-06T15:55:24
PMT001895,C0154,P019,2025-01-16,337.0,MXN,Successful,,2025-01-16T21:50:33
PMT001896,C0275,P016,2025-08-10,921.59,USD,Successful,,2025-08-10T19:57:03
PMT001897,C0056,P004,2025-12-29,660.0,MXN,Successful,,2025-12-29T07:40:15
PMT001898,C0447,P006,2025-12-21,3528.26,MXN,Successful,,2025-12-21T08:10:33
PMT001899,C0100,P019,2024-04-07,19052.3,MXN,Successful,,2024-04-07T08:54:21
PMT001900,C0049,P013,2024-07-31,250.0,MXN,Failed,Provider timeout,2024-07-31T17:35:12
PMT001901,C0108,P012,2026-01-22,230.59,MXN,Successful,,2026-01-22T02:30:21
PMT001902,C0410,P019,2025-05-20,3954.51,MXN,Successful,,2025-05-20T22:40:45
PMT001903,C0052,P018,2025-03-16,193.74,MXN,Successful,,2025-03-16T11:17:56
PMT001904,C0328,P015,2024-05-22,60.0,MXN,Successful,,2024-05-22T11:21:51
PMT001905,C0386,P018,2024-04-19,4120.75,MXN,Successful,,2024-04-19T16:22:52
PMT001906,C0387,P003,2026-02-23,2085.58,MXN,Failed,Provider timeout,2026-02-23T11:21:56
PMT001907,C0101,P016,2025-03-11,4200.36,MXN,Successful,,2025-03-11T23:50:48
PMT001908,C0027,P020,2025-11-05,230.04,MXN,Successful,,2025-11-05T18:01:23
PMT001909,C0229,P001,2024-09-17,1640.71,MXN,Successful,,2024-09-17T22:51:43
PMT001910,C0104,P005,2024-10-01,2175.89,MXN,Successful,,2024-10-01T08:10:48
PMT001911,C0368,P017,2025-05-18,3164.8,MXN,Successful,,2025-05-18T07:00:22
PMT001912,C0186,P010,2025-12-23,2532.82,MXN,Successful,,2025-12-23T06:09:52
PMT001913,C0230,P002,2024-11-06,392.97,MXN,Failed,Expired authorization,2024-11-06T11:41:44
PMT001914,C0055,P006,2024-11-28,665.31,MXN,Successful,,2024-11-28T02:05:23
PMT001915,C0297,P007,2025-05-10,14570.11,MXN,Successful,,2025-05-10T13:50:13
PMT001916,C0101,P007,2024-05-01,3700.43,MXN,Successful,,2024-05-01T07:16:40
PMT001917,C0359,P018,2024-12-24,302.95,MXN,Successful,,2024-12-24T04:33:18
PMT001918,C0032,P014,2025-05-15,1748.71,MXN,Successful,,2025-05-15T00:00:36
PMT001919,C0160,P015,2024-04-04,1782.54,MXN,Successful,,2024-04-04T03:47:38
PMT001920,C0361,P001,2025-07-17,13505.21,MXN,Successful,,2025-07-17T10:37:42
PMT001921,C0100,P009,2024-05-10,6657.84,MXN,Successful,,2024-05-10T14:56:58
PMT001922,C0006,P007,2025-09-18,13700.98,MXN,Successful,,2025-09-18T17:55:42
PMT001923,C0178,P018,2025-11-14,6028.52,MXN,Successful,,2025-11-14T00:44:34
PMT001924,C0083,P020,2025-12-04,1126.59,MXN,Successful,,2025-12-04T17:53:42
PMT001925,C0115,P009,2025-08-12,355.33,MXN,Successful,,2025-08-12T00:55:27
PMT001926,C0441,P020,2025-05-19,1363.25,MXN,Successful,,2025-05-19T07:45:21
PMT001927,C0320,P001,2024-11-17,10178.27,MXN,Successful,,2024-11-17T08:20:37
PMT001928,C0100,P007,2025-01-27,5439.84,MXN,Successful,,2025-01-27T02:06:10
PMT001929,C0296,P016,2024-06-08,9545.5,USD,Successful,,2024-06-08T18:33:39
PMT001930,C0140,P007,2025-09-08,263.7,MXN,Successful,,2025-09-08T14:22:41
PMT001931,C0160,P019,2024-04-19,1766.78,MXN,Successful,,2024-04-19T07:16:28
PMT001932,C0013,P005,2025-01-17,1567.06,MXN,Successful,,2025-01-17T22:50:43
PMT001933,C0382,P017,2025-04-06,9878.45,MXN,Successful,,2025-04-06T16:51:39
PMT001934,C0400,P004,2025-07-26,505.06,MXN,Successful,,2025-07-26T14:35:42
PMT001935,C0030,P004,2024-12-06,2385.26,MXN,Successful,,2024-12-06T03:28:14
PMT001936,C0097,P009,2025-02-12,320.14,MXN,Successful,,2025-02-12T14:35:20
PMT001937,C0202,P019,2025-06-09,5226.15,USD,Successful,,2025-06-09T05:52:05
PMT001938,C0439,P013,2026-01-27,610.23,MXN,Successful,,2026-01-27T19:23:32
PMT001939,C0289,P014,2025-08-11,332.62,USD,Successful,,2025-08-11T18:50:26
PMT001940,C0346,P001,2024-10-14,652.74,MXN,Reversed,,2024-10-14T03:33:05
PMT001941,C0402,P002,2025-12-09,11071.38,MXN,Successful,,2025-12-09T15:40:17
PMT001942,C0420,P002,2024-05-13,10577.54,MXN,Successful,,2024-05-13T18:12:28
PMT001943,C0245,P017,2024-10-27,1538.5,MXN,Successful,,2024-10-27T18:42:50
PMT001944,C0265,P005,2024-06-24,4367.43,MXN,Successful,,2024-06-24T03:07:22
PMT001945,C0377,P007,2025-02-16,4965.61,MXN,Successful,,2025-02-16T19:17:04
PMT001946,C0143,P013,2025-07-16,17740.61,MXN,Successful,,2025-07-16T03:04:32
PMT001947,C0431,P013,2025-04-25,10457.23,MXN,Successful,,2025-04-25T14:12:14
PMT001948,C0007,P008,2025-11-19,1705.8,MXN,Successful,,2025-11-19T05:07:44
PMT001949,C0104,P001,2025-05-24,5862.32,MXN,Successful,,2025-05-24T03:15:04
PMT001950,C0408,P009,2024-09-27,474.31,MXN,Successful,,2024-09-27T06:48:34
PMT001951,C0180,P016,2025-04-29,2182.59,MXN,Successful,,2025-04-29T22:55:49
PMT001952,C0081,P005,2025-10-01,476.52,MXN,Failed,Expired authorization,2025-10-01T07:25:23
PMT001953,C0101,P015,2025-04-03,3178.0,MXN,Successful,,2025-04-03T12:04:17
PMT001954,C0280,P001,2025-02-11,2326.48,MXN,Successful,,2025-02-11T17:31:17
PMT001955,C0426,P019,2025-04-23,451.38,MXN,Successful,,2025-04-23T03:02:17
PMT001956,C0032,P020,2025-05-08,2984.58,MXN,Successful,,2025-05-08T16:57:20
PMT001957,C0012,P001,2024-11-19,7907.67,MXN,Successful,,2024-11-19T01:36:05
PMT001958,C0238,P009,2025-12-12,872.18,MXN,Successful,,2025-12-12T12:44:07
PMT001959,C0493,P008,2024-09-07,1708.57,MXN,Successful,,2024-09-07T10:08:34
PMT001960,C0152,P017,2024-04-25,465.43,USD,Successful,,2024-04-25T01:46:48
PMT001961,C0495,P012,2025-10-05,366.13,MXN,Successful,,2025-10-05T23:56:02
PMT001962,C0447,P013,2025-12-06,3815.59,MXN,Successful,,2025-12-06T14:50:17
PMT001963,C0156,P004,2025-07-21,619.03,MXN,Successful,,2025-07-21T14:58:28
PMT001964,C0412,P002,2025-03-07,762.88,MXN,Failed,Invalid account details,2025-03-07T23:39:00
PMT001965,C0361,P015,2026-03-12,5643.23,MXN,Successful,,2026-03-12T16:30:53
PMT001966,C0266,P013,2024-12-20,162.16,USD,Successful,,2024-12-20T06:52:32
PMT001967,C0223,P017,2025-01-11,1065.03,MXN,Successful,,2025-01-11T12:11:05
PMT001968,C0412,P018,2025-06-12,363.11,MXN,Successful,,2025-06-12T07:57:19
PMT001969,C0405,P013,2025-02-01,21570.1,MXN,Successful,,2025-02-01T17:16:35
PMT001970,C0388,P012,2025-05-14,17193.62,MXN,Successful,,2025-05-14T00:48:26
PMT001971,C0468,P019,2026-03-05,7257.15,USD,Successful,,2026-03-05T07:19:18
PMT001972,C0246,P017,2024-10-02,448.03,USD,Successful,,2024-10-02T14:11:51
PMT001973,C0410,P018,2024-07-24,7066.28,MXN,Successful,,2024-07-24T19:46:10
PMT001974,C0434,P020,2025-01-26,884.43,MXN,Successful,,2025-01-26T07:49:57
PMT001975,C0110,P008,2025-04-04,16991.19,MXN,Successful,,2025-04-04T00:11:55
PMT001976,C0019,P015,2025-09-12,1944.7,USD,Successful,,2025-09-12T05:01:23
PMT001977,C0215,P015,2026-02-24,1237.68,MXN,Successful,,2026-02-24T12:48:19
PMT001978,C0431,P004,2025-08-24,4875.75,MXN,Successful,,2025-08-24T01:14:28
PMT001979,C0159,P014,2026-03-22,522.07,USD,Successful,,2026-03-22T12:23:32
PMT001980,C0368,P009,2024-10-08,1004.31,MXN,Failed,Invalid account details,2024-10-08T20:01:02
PMT001981,C0005,P009,2024-09-09,173.9,MXN,Successful,,2024-09-09T23:53:15
PMT001982,C0186,P004,2024-11-16,2623.87,MXN,Successful,,2024-11-16T11:25:42
PMT001983,C0329,P016,2025-11-06,2225.49,MXN,Successful,,2025-11-06T15:16:24
PMT001984,C0064,P015,2024-08-22,1034.77,MXN,Successful,,2024-08-22T15:21:15
PMT001985,C0450,P012,2024-08-29,697.43,MXN,Successful,,2024-08-29T21:35:02
PMT001986,C0085,P003,2025-01-16,96.83,MXN,Failed,Provider timeout,2025-01-16T09:24:46
PMT001987,C0457,P012,2024-11-22,11057.56,MXN,Successful,,2024-11-22T16:45:55
PMT001988,C0111,P002,2025-07-23,169.94,MXN,Successful,,2025-07-23T02:36:57
PMT001989,C0432,P007,2025-12-30,714.46,MXN,Successful,,2025-12-30T19:10:46
PMT001990,C0320,P008,2024-07-17,6589.32,MXN,Successful,,2024-07-17T14:25:13
PMT001991,C0040,P018,2025-05-07,1558.91,USD,Successful,,2025-05-07T08:53:49
PMT001992,C0030,P008,2024-06-09,1737.14,MXN,Successful,,2024-06-09T05:53:49
PMT001993,C0032,P013,2024-09-19,8839.94,MXN,Successful,,2024-09-19T10:04:11
PMT001994,C0308,P018,2024-11-18,2964.34,MXN,Successful,,2024-11-18T03:54:16
PMT001995,C0410,P009,2025-06-02,5241.3,USD,Successful,,2025-06-02T19:42:07
PMT001996,C0215,P018,2025-05-14,419.38,MXN,Successful,,2025-05-14T10:26:38
PMT001997,C0226,P003,2025-07-21,7033.9,USD,Pending,,2025-07-21T11:53:10
PMT001998,C0308,P007,2025-11-24,2187.36,USD,Successful,,2025-11-24T00:38:55
PMT001999,C0283,P002,2024-08-22,133.06,USD,Successful,,2024-08-22T01:33:00
PMT002000,C0361,P012,2025-10-07,8794.42,MXN,Successful,,2025-10-07T10:47:53
PMT002001,C0242,P020,2025-08-07,627.15,MXN,Successful,,2025-08-07T15:04:21
PMT002002,C0377,P014,2024-06-02,2083.7,MXN,Successful,,2024-06-02T03:37:58
PMT002003,C0463,P013,2024-12-07,3768.27,MXN,Successful,,2024-12-07T05:42:48
PMT002004,C0184,P006,2024-04-22,564.05,MXN,Successful,,2024-04-22T06:25:14
PMT002005,C0006,P019,2024-06-10,13757.8,MXN,Successful,,2024-06-10T19:43:37
PMT002006,C0062,P010,2024-11-04,145.87,MXN,Successful,,2024-11-04T02:50:24
PMT002007,C0296,P006,2024-10-06,9215.2,MXN,Successful,,2024-10-06T19:29:48
PMT002008,C0181,P020,2026-01-07,5051.64,USD,Successful,,2026-01-07T01:36:27
PMT002009,C0479,P009,2026-01-01,788.52,MXN,Successful,,2026-01-01T08:20:15
PMT002010,C0334,P008,2025-06-02,913.38,MXN,Successful,,2025-06-02T13:53:49
PMT002011,C0275,P001,2025-09-30,807.76,MXN,Failed,Invalid account details,2025-09-30T06:26:30
PMT002012,C0407,P004,2026-04-01,223.75,MXN,Failed,Expired authorization,2026-04-01T03:54:56
PMT002013,C0143,P017,2025-01-15,6668.0,MXN,Successful,,2025-01-15T06:49:48
PMT002014,C0414,P010,2025-04-18,2048.12,MXN,Successful,,2025-04-18T09:44:12
PMT002015,C0001,P020,2025-07-27,1030.43,MXN,Successful,,2025-07-27T05:30:50
PMT002016,C0331,P002,2026-01-24,510.49,MXN,Successful,,2026-01-24T11:30:01
PMT002017,C0478,P013,2025-11-11,3356.01,MXN,Successful,,2025-11-11T06:28:12
PMT002018,C0405,P015,2024-05-21,5901.56,MXN,Successful,,2024-05-21T05:44:28
PMT002019,C0431,P013,2025-09-12,2099.87,MXN,Successful,,2025-09-12T22:01:56
PMT002020,C0211,P012,2024-10-12,1303.65,MXN,Successful,,2024-10-12T23:24:59
PMT002021,C0418,P012,2024-10-14,694.73,MXN,Successful,,2024-10-14T16:10:30
PMT002022,C0293,P015,2025-05-08,7885.42,MXN,Successful,,2025-05-08T10:03:53
PMT002023,C0330,P018,2025-08-30,85.15,MXN,Successful,,2025-08-30T15:00:25
PMT002024,C0025,P007,2024-08-01,1386.01,MXN,Successful,,2024-08-01T16:04:44
PMT002025,C0104,P009,2024-11-21,10249.5,MXN,Successful,,2024-11-21T02:54:07
PMT002026,C0293,P014,2025-09-15,5134.86,MXN,Successful,,2025-09-15T04:26:48
PMT002027,C0025,P007,2024-07-26,2263.0,MXN,Successful,,2024-07-26T21:48:03
PMT002028,C0386,P004,2025-12-10,4423.56,MXN,Successful,,2025-12-10T01:03:24
PMT002029,C0421,P020,2025-02-24,330.28,MXN,Pending,,2025-02-24T12:29:45
PMT002030,C0462,P004,2025-06-08,213.91,MXN,Successful,,2025-06-08T12:58:43
PMT002031,C0049,P005,2024-06-03,447.26,MXN,Successful,,2024-06-03T19:43:20
PMT002032,C0479,P013,2026-02-23,1120.05,USD,Successful,,2026-02-23T22:25:46
PMT002033,C0031,P002,2026-01-13,1307.81,MXN,Failed,Expired authorization,2026-01-13T14:47:11
PMT002034,C0244,P001,2024-08-25,259.4,MXN,Successful,,2024-08-25T15:04:36
PMT002035,C0421,P002,2025-08-05,587.37,MXN,Failed,Invalid account details,2025-08-05T15:01:43
PMT002036,C0031,P003,2025-11-09,2931.39,MXN,Successful,,2025-11-09T14:48:16
PMT002037,C0007,P009,2024-07-04,920.51,MXN,Successful,,2024-07-04T16:37:08
PMT002038,C0012,P017,2025-06-01,13191.81,MXN,Successful,,2025-06-01T09:15:49
PMT002039,C0265,P007,2025-12-10,12349.84,USD,Successful,,2025-12-10T20:44:18
PMT002040,C0410,P009,2025-04-06,16450.86,USD,Successful,,2025-04-06T23:17:03
PMT002041,C0064,P013,2026-01-27,2658.8,MXN,Successful,,2026-01-27T15:40:45
PMT002042,C0061,P006,2024-05-07,2276.31,MXN,Successful,,2024-05-07T09:18:40
PMT002043,C0297,P009,2026-01-23,8151.67,USD,Successful,,2026-01-23T06:36:32
PMT002044,C0132,P008,2026-03-14,11197.99,MXN,Successful,,2026-03-14T03:50:44
PMT002045,C0382,P007,2024-07-30,11846.04,MXN,Successful,,2024-07-30T09:12:51
PMT002046,C0491,P008,2025-02-01,2501.1,MXN,Successful,,2025-02-01T20:22:06
PMT002047,C0394,P001,2025-07-04,478.32,MXN,Successful,,2025-07-04T19:10:33
PMT002048,C0443,P018,2026-01-01,449.63,MXN,Successful,,2026-01-01T17:44:07
PMT002049,C0275,P020,2024-08-01,4735.72,MXN,Successful,,2024-08-01T22:24:36
PMT002050,C0420,P018,2024-12-02,3836.52,MXN,Successful,,2024-12-02T06:02:56
PMT002051,C0100,P001,2025-11-12,8998.81,MXN,Successful,,2025-11-12T01:55:01
PMT002052,C0031,P016,2025-01-15,705.87,MXN,Successful,,2025-01-15T21:48:44
PMT002053,C0346,P012,2025-06-22,344.05,MXN,Successful,,2025-06-22T08:02:20
PMT002054,C0023,P002,2025-05-18,3723.34,MXN,Successful,,2025-05-18T02:53:39
PMT002055,C0448,P019,2026-03-11,618.9,MXN,Successful,,2026-03-11T19:52:05
PMT002056,C0364,P016,2024-07-19,177.1,MXN,Successful,,2024-07-19T11:26:52
PMT002057,C0492,P003,2026-02-18,595.96,MXN,Failed,Invalid account details,2026-02-18T23:59:40
PMT002058,C0173,P020,2025-05-21,215.84,MXN,Successful,,2025-05-21T11:13:46
PMT002059,C0252,P003,2026-01-10,3092.87,USD,Successful,,2026-01-10T19:30:54
PMT002060,C0386,P009,2024-07-02,7111.66,USD,Successful,,2024-07-02T19:31:41
PMT002061,C0134,P004,2025-07-19,153.77,MXN,Successful,,2025-07-19T15:22:18
PMT002062,C0292,P003,2025-12-05,139.34,MXN,Successful,,2025-12-05T05:31:44
PMT002063,C0347,P020,2025-11-06,11846.03,MXN,Successful,,2025-11-06T10:59:23
PMT002064,C0201,P012,2024-04-08,1696.22,MXN,Failed,Network error,2024-04-08T18:04:38
PMT002065,C0386,P005,2025-02-20,4798.03,MXN,Successful,,2025-02-20T20:51:31
PMT002066,C0056,P016,2024-06-30,2355.27,MXN,Successful,,2024-06-30T09:09:38
PMT002067,C0245,P018,2024-07-27,351.72,MXN,Successful,,2024-07-27T01:10:12
PMT002068,C0308,P019,2025-09-07,1136.3,MXN,Successful,,2025-09-07T08:11:14
PMT002069,C0080,P019,2026-02-25,579.36,MXN,Successful,,2026-02-25T10:01:52
PMT002070,C0224,P019,2025-07-14,5810.99,MXN,Successful,,2025-07-14T22:36:57
PMT002071,C0156,P014,2024-06-20,893.12,USD,Successful,,2024-06-20T23:10:28
PMT002072,C0056,P007,2024-10-06,1893.26,MXN,Successful,,2024-10-06T03:59:32
PMT002073,C0266,P019,2024-12-24,113.46,MXN,Pending,,2024-12-24T23:52:34
PMT002074,C0092,P003,2024-07-07,1618.96,MXN,Successful,,2024-07-07T10:42:47
PMT002075,C0309,P004,2025-12-09,481.09,USD,Successful,,2025-12-09T09:01:25
PMT002076,C0096,P009,2024-08-28,1382.24,MXN,Successful,,2024-08-28T22:40:27
PMT002077,C0378,P006,2024-07-10,504.46,MXN,Successful,,2024-07-10T22:18:29
PMT002078,C0104,P013,2025-09-23,6408.81,MXN,Successful,,2025-09-23T21:14:31
PMT002079,C0449,P019,2024-07-08,233.61,MXN,Successful,,2024-07-08T22:21:26
PMT002080,C0012,P010,2025-01-15,6712.63,MXN,Successful,,2025-01-15T14:24:32
PMT002081,C0276,P012,2025-04-13,271.44,MXN,Successful,,2025-04-13T20:02:39
PMT002082,C0174,P009,2024-06-03,7137.35,MXN,Successful,,2024-06-03T14:11:23
PMT002083,C0122,P015,2025-05-15,910.73,MXN,Successful,,2025-05-15T13:38:26
PMT002084,C0242,P002,2025-03-16,857.21,MXN,Successful,,2025-03-16T10:36:12
PMT002085,C0423,P001,2025-08-08,402.37,MXN,Successful,,2025-08-08T13:39:37
PMT002086,C0459,P014,2024-09-17,1270.29,MXN,Successful,,2024-09-17T12:04:02
PMT002087,C0165,P012,2024-12-13,66.2,MXN,Successful,,2024-12-13T19:11:40
PMT002088,C0083,P008,2025-08-02,2765.06,MXN,Successful,,2025-08-02T18:15:09
PMT002089,C0377,P007,2024-04-28,5081.34,MXN,Failed,Insufficient funds,2024-04-28T13:10:39
PMT002090,C0303,P001,2024-06-30,172.44,MXN,Successful,,2024-06-30T12:53:53
PMT002091,C0104,P014,2024-11-04,8766.13,MXN,Successful,,2024-11-04T00:55:18
PMT002092,C0388,P009,2024-06-23,6551.48,MXN,Successful,,2024-06-23T14:54:01
PMT002093,C0275,P009,2024-05-01,4647.53,MXN,Pending,,2024-05-01T13:39:55
PMT002094,C0346,P018,2026-03-23,252.81,MXN,Successful,,2026-03-23T14:48:50
PMT002095,C0189,P015,2025-02-24,1563.87,USD,Successful,,2025-02-24T10:40:33
PMT002096,C0226,P005,2025-04-27,5091.56,USD,Successful,,2025-04-27T10:51:39
PMT002097,C0100,P014,2024-10-14,3652.92,MXN,Successful,,2024-10-14T23:19:18
PMT002098,C0388,P003,2024-04-06,4897.64,MXN,Successful,,2024-04-06T03:12:27
PMT002099,C0086,P004,2025-10-12,86.04,MXN,Successful,,2025-10-12T14:31:09
PMT002100,C0402,P015,2025-09-21,6657.58,MXN,Successful,,2025-09-21T17:39:12
PMT002101,C0407,P003,2026-03-10,287.42,MXN,Successful,,2026-03-10T18:16:53
PMT002102,C0386,P006,2024-04-17,10379.8,MXN,Successful,,2024-04-17T12:03:40
PMT002103,C0007,P019,2024-07-16,950.47,MXN,Successful,,2024-07-16T07:36:52
PMT002104,C0151,P016,2025-09-12,250.0,MXN,Successful,,2025-09-12T02:25:24
PMT002105,C0241,P019,2024-11-29,1050.15,USD,Successful,,2024-11-29T09:21:33
PMT002106,C0317,P018,2024-05-20,196.77,MXN,Successful,,2024-05-20T16:46:06
PMT002107,C0460,P006,2024-11-13,4770.27,MXN,Successful,,2024-11-13T12:53:44
PMT002108,C0194,P013,2024-06-08,1557.91,MXN,Successful,,2024-06-08T01:53:58
PMT002109,C0443,P008,2025-12-04,551.23,MXN,Successful,,2025-12-04T22:35:26
PMT002110,C0091,P015,2025-12-24,101.63,MXN,Pending,,2025-12-24T04:13:01
PMT002111,C0191,P007,2025-07-16,4141.94,MXN,Successful,,2025-07-16T21:57:12
PMT002112,C0023,P001,2024-12-27,5111.25,MXN,Successful,,2024-12-27T20:56:56
PMT002113,C0386,P002,2025-10-25,1835.93,MXN,Successful,,2025-10-25T11:30:48
PMT002114,C0081,P016,2025-07-12,1352.09,MXN,Successful,,2025-07-12T03:07:44
PMT002115,C0142,P002,2025-11-09,339.81,MXN,Successful,,2025-11-09T01:24:37
PMT002116,C0402,P013,2025-04-09,5653.75,MXN,Successful,,2025-04-09T04:30:35
PMT002117,C0285,P018,2026-02-27,597.74,MXN,Successful,,2026-02-27T14:58:41
PMT002118,C0006,P016,2024-11-07,9525.62,MXN,Successful,,2024-11-07T18:47:30
PMT002119,C0001,P008,2025-06-22,2158.92,MXN,Successful,,2025-06-22T07:01:21
PMT002120,C0265,P004,2025-11-18,14509.55,MXN,Failed,Expired authorization,2025-11-18T23:49:41
PMT002121,C0167,P019,2026-01-01,5922.83,USD,Successful,,2026-01-01T23:53:05
PMT002122,C0100,P012,2026-02-16,3121.28,MXN,Successful,,2026-02-16T04:05:39
PMT002123,C0326,P008,2025-01-02,2167.19,MXN,Successful,,2025-01-02T17:00:54
PMT002124,C0127,P019,2025-09-02,107.48,USD,Successful,,2025-09-02T14:05:11
PMT002125,C0312,P005,2024-11-07,84.38,MXN,Successful,,2024-11-07T05:10:54
PMT002126,C0199,P009,2025-07-25,409.03,MXN,Successful,,2025-07-25T15:58:00
PMT002127,C0101,P003,2024-08-20,13786.62,MXN,Successful,,2024-08-20T13:21:42
PMT002128,C0073,P003,2025-01-24,381.69,MXN,Successful,,2025-01-24T11:01:42
PMT002129,C0132,P008,2026-01-24,9204.71,MXN,Successful,,2026-01-24T16:05:52
PMT002130,C0012,P015,2025-11-19,10783.22,MXN,Successful,,2025-11-19T04:19:02
PMT002131,C0168,P007,2025-03-29,540.58,MXN,Successful,,2025-03-29T03:01:42
PMT002132,C0455,P015,2024-07-23,415.1,USD,Successful,,2024-07-23T12:07:43
PMT002133,C0420,P017,2025-01-05,3122.41,MXN,Successful,,2025-01-05T11:01:42
PMT002134,C0191,P018,2024-07-17,4747.66,MXN,Pending,,2024-07-17T00:14:02
PMT002135,C0299,P001,2024-05-24,1057.48,MXN,Successful,,2024-05-24T05:05:26
PMT002136,C0297,P016,2026-01-12,9383.82,MXN,Successful,,2026-01-12T23:04:00
PMT002137,C0420,P003,2025-03-25,4331.83,MXN,Successful,,2025-03-25T00:34:21
PMT002138,C0132,P015,2024-06-10,1500.0,MXN,Successful,,2024-06-10T19:30:20
PMT002139,C0162,P008,2025-09-16,14237.47,MXN,Failed,Expired authorization,2025-09-16T21:32:00
PMT002140,C0162,P015,2024-05-29,6593.43,MXN,Successful,,2024-05-29T08:01:34
PMT002141,C0019,P005,2025-01-03,338.1,MXN,Successful,,2025-01-03T09:26:48
PMT002142,C0174,P014,2024-09-26,2237.89,MXN,Reversed,,2024-09-26T22:14:35
PMT002143,C0444,P003,2024-08-05,586.86,MXN,Successful,,2024-08-05T08:12:28
PMT002144,C0457,P004,2025-04-27,23403.7,MXN,Successful,,2025-04-27T02:51:37
PMT002145,C0054,P013,2025-09-18,375.65,MXN,Successful,,2025-09-18T15:10:24
PMT002146,C0235,P007,2025-03-21,1500.0,MXN,Successful,,2025-03-21T02:41:56
PMT002147,C0202,P015,2025-11-25,5152.35,MXN,Successful,,2025-11-25T11:20:54
PMT002148,C0254,P014,2026-01-21,170.49,MXN,Successful,,2026-01-21T08:16:32
PMT002149,C0296,P013,2025-11-17,5714.29,MXN,Successful,,2025-11-17T01:49:29
PMT002150,C0007,P015,2026-02-25,3197.85,USD,Pending,,2026-02-25T14:36:05
PMT002151,C0424,P017,2026-01-31,116.41,MXN,Successful,,2026-01-31T02:03:54
PMT002152,C0116,P019,2025-12-01,1257.35,MXN,Reversed,,2025-12-01T06:31:04
PMT002153,C0346,P002,2024-11-08,1322.55,MXN,Successful,,2024-11-08T07:06:41
PMT002154,C0347,P012,2024-08-13,5515.43,MXN,Successful,,2024-08-13T12:01:48
PMT002155,C0280,P016,2025-09-24,1509.83,MXN,Successful,,2025-09-24T04:37:15
PMT002156,C0178,P005,2025-12-08,6644.9,MXN,Successful,,2025-12-08T03:15:42
PMT002157,C0081,P006,2025-11-26,869.26,MXN,Successful,,2025-11-26T23:30:00
PMT002158,C0305,P006,2025-07-21,1230.36,MXN,Successful,,2025-07-21T23:18:30
PMT002159,C0021,P012,2025-11-30,2149.32,MXN,Failed,Network error,2025-11-30T02:30:55
PMT002160,C0418,P007,2025-09-08,1500.76,MXN,Successful,,2025-09-08T17:22:13
PMT002161,C0221,P014,2025-08-06,123.3,MXN,Successful,,2025-08-06T03:05:30
PMT002162,C0219,P013,2024-05-07,5082.37,MXN,Failed,Insufficient funds,2024-05-07T22:20:48
PMT002163,C0178,P014,2025-02-28,5310.15,MXN,Successful,,2025-02-28T16:04:19
PMT002164,C0020,P005,2024-04-26,506.46,MXN,Successful,,2024-04-26T14:23:24
